,sym1,sym2,p_value,t_value,c_value,hedge_ratio,zero_crossings
7162,YFIIUSDT,HOOKUSDT,0.01,-3.79,-3.37,537.3,3
3042,DOTUSDT,FLOWUSDT,0.01,-4.09,-3.37,9.43,3
5734,RADUSDT,AAVEUSDT,0.0,-4.85,-3.37,0.02,3
5314,OGNUSDT,VGXUSDT,0.0,-4.45,-3.37,0.72,3
206,10000NFTUSDT,RENUSDT,0.01,-3.81,-3.37,0.07,3
6730,UMAUSDT,COREUSDT,0.01,-3.89,-3.37,3.06,3
3406,ETHWUSDT,RUNEUSDT,0.01,-3.89,-3.37,0.75,3
5992,SLPUSDT,ATOMUSDT,0.01,-3.89,-3.37,0.0,3
1474,BALUSDT,JSTUSDT,0.02,-3.63,-3.37,152.6,3
645,AKROUSDT,USDCUSDT,0.02,-3.6,-3.37,0.01,3
1224,APTUSDT,SXPUSDT,0.02,-3.67,-3.37,19.48,3
6760,USDCUSDT,FLOWUSDT,0.03,-3.48,-3.37,2.31,3
3421,ETHWUSDT,SXPUSDT,0.01,-3.92,-3.37,4.9,3
847,ALPHAUSDT,VETUSDT,0.01,-4.01,-3.37,4.53,3
5714,QNTUSDT,XEMUSDT,0.01,-3.99,-3.37,3670.51,3
3054,DOTUSDT,MKRUSDT,0.01,-4.05,-3.37,0.0,3
92,10000NFTUSDT,COREUSDT,0.02,-3.7,-3.37,0.01,3
5296,OGNUSDT,RUNEUSDT,0.04,-3.45,-3.37,0.05,3
5936,RUNEUSDT,SWEATUSDT,0.01,-3.94,-3.37,244.12,3
